lat,long,address
57.42859268,24.925669,"P14, Stalbes pagasts, LV-4151, Lettonie"
47.32904816,8.472098,"Stationsstrasse 61, 8907 Wettswil am Albis, Switzerland"
25.47825432,-108.222046,"Culiacán - Los Mochis, Sinaloa, Mexico"
55.56454086,12.025475,"Vibyvejen 37, 4130 Viby Sjælland, Denmark"
-6.87107277,-49.621742,"BR-155, 4451, Sapucaia - PA, 68548-000, Brazil"
30.12887192,35.145164,"90, Israel"
12.70943546,102.442085,"3299, Tambon Nong Bon, Amphoe Bo Rai, Chang Wat Trat 23140, Thailand"
45.46484375,16.766323,"Hrvatska autocesta baza Kutina, 44320, Kutina, Croatie"
45.98352432,18.448606,"7751 Szederkény, M60, Hungary"
55.81391144,21.687269,"Saulėtekio g., Kule 90370, Litwa"
44.61137390,8.607022,"Località Battagliosi, 18-20, 15074 Molare, Alessandria, Italy"
62.91973495,18.063517,"332, 872 97 Skog, Schweden"
-34.90509415,117.611435,"812 Redmond W Rd, Redmond West WA 6327, Australia"
-2.51156282,-44.024719,"R. Sao Januário, 19, São José de Ribamar - MA, 65110-000, Brazil"
19.69531059,-96.412788,"Poza Rica - Veracruz, Palma Sola, Veracruz, Mexico"
15.15605831,105.361038,"Unnamed Road, Tambon Fang Kham, Amphoe Sirindhorn, Chang Wat Ubon Ratchathani 34350, Thailand"
38.74045563,22.619196,"Epar.Od. Thivas - Thermopilon, Molos Agios Konstantinos 350 09, Grekland"
55.12766266,-7.710773,"Unnamed Road, Co. Donegal, Ireland"
57.02867889,9.930466,"Fasanvej 2, 9000 Aalborg, Denmark"
-45.83908081,-71.850525,"X-695, Coyhaique, XI Región, Chile"
46.79063034,-0.517162,"D38, 79300 Bressuire, France"
54.24485779,19.456041,"Strumykowa 39-45, Elbląg, Polonia"
51.43886566,4.696782,"Blauwputten, 2321 Hoogstraten, Belgium"
58.62883759,25.654791,"Põltsamaa-Võhma, Koksvere, 70604 Viljandi County, Estonia"
48.84371185,17.230892,"Boorova 343\/29, 909 01 Skalica, Slovakia"
62.16145706,5.173606,"Fylkesveg 633 80, 6750 Stadlandet, Norway"
-20.56370354,26.189819,"Unnamed Road, Sowa, Botswana"
47.41760635,7.102322,"E27, 2900 Pruntrut, Schweiz"
52.19562531,10.986431,"Unnamed Road, 38350 Helmstedt, Germany"
32.25027466,-91.550514,"LA-577, Winnsboro, LA 71295, USA"
45.97993851,27.764305,"DJ251A, Drăgușeni, Rumunia"
57.81200790,39.507584,"Р151, Yaroslavl Oblast, Russia"
55.81117249,26.696451,"P68, Skrudaliena parish, LV-5470, Łotwa"
52.98669052,5.539458,"De Band 12, 8614 JE Oudega Gem Wymbritserad, The Netherlands"
43.03918839,25.892637,"4004, 5090 Zlataritsa, Bulgaria"
63.53300858,26.579884,"5613 1050-1082, 74680 Kiuruvesi, Finland"
45.53567886,13.722687,"Cesta na Markovec 19a, 6000 Koper - Capodistria, Slovenia"
49.99824142,15.739959,"32226, 530 02 Třebosice, Czech Republic"
11.09784126,103.354019,"Union Rd, Cambodia"
27.22856522,90.669182,"Unnamed Road, Bhutan"
28.06097031,-15.730665,"GC-200, 35489 Agaete, Las Palmas, Spain"
-25.79352951,31.442116,"MR1, Swaziland"
54.15830231,-2.251069,"Pennine Way, North Yorkshire, Storbritannien"
-38.46004486,177.829346,"172 Whatatutu Road, Te Karaka 4094, Nowa Zelandia"
-26.27580643,28.039400,"14 Ferero Street, Johannesburg South 2091, South Africa"
45.79475021,15.925063,"Zagrebačka Avenue, 10000, Zagreb, Croatia"
48.3732671,-123.5870025,"1293 Liberty Dr Victoria, British Columbia"
23.7453562,90.4127596,"Outer Circular Road, Dhaka, Dhaka Division"
35.7040744,139.5577317,Tamagawa Aqueduct Greenway
,,
